,chemical_symbol,atomic_number,atomic_energy_hfomo,atomic_energy_hpomo,atomic_energy_lfumo,atomic_energy_lpumo,electron_affinity_energy_difference,ionization_energy_energy_difference,electron_affinity_half_charged_homo,ionization_energy_half_charged_homo,r_up_s_neg_1.0,r_up_p_neg_1.0,r_up_d_neg_1.0,r_up_val_neg_1.0,r_up_s_neg_0.5,r_up_p_neg_0.5,r_up_d_neg_0.5,r_up_val_neg_0.5,r_up_s_0.0,r_up_p_0.0,r_up_d_0.0,r_up_val_0.0,r_up_s_0.5,r_up_p_0.5,r_up_d_0.5,r_up_val_0.5,r_up_s_1.0,r_up_p_1.0,r_up_d_1.0,r_up_val_1.0,r_dn_s_neg_1.0,r_dn_p_neg_1.0,r_dn_d_neg_1.0,r_dn_val_neg_1.0,r_dn_s_neg_0.5,r_dn_p_neg_0.5,r_dn_d_neg_0.5,r_dn_val_neg_0.5,r_dn_s_0.0,r_dn_p_0.0,r_dn_d_0.0,r_dn_val_0.0,r_dn_s_0.5,r_dn_p_0.5,r_dn_d_0.5,r_dn_val_0.5,r_dn_s_1.0,r_dn_p_1.0,r_dn_d_1.0,r_dn_val_1.0
0,H,1.0,-1.2166897214822785e-18,-1.2166897214822785e-18,2.0013429041061122e-19,2.0013429041061122e-19,-8.966123864327533e-20,2.179810540510604e-18,-1.0721125075745278e-19,2.2265768934581762e-18,0.62725,,,0.62725,0.5759500000000001,,,0.5759500000000001,0.5206500000000001,,,0.5206500000000001,0.48305,,,0.48305,0.52885,,,0.52885,0.62725,,,0.62725,0.61915,,,0.5759500000000001,,,,2.64785,,,,2.16395,0.52885,,,0.52885
1,He,2.0,-2.5256744293823613e-18,-2.5256744293823613e-18,2.8070935484726404e-19,2.8070935484726404e-19,3.0944770433812258e-19,3.924371335830383e-18,2.9296440381976323e-19,3.99845125540345e-18,2.86545,,,2.86545,2.78505,,,2.78505,0.29645,,,0.29645,0.27575,,,0.27575,0.25985,,,0.25985,2.52555,,,2.86545,2.53305,,,2.78505,0.29645,,,0.29645,0.28385,,,0.27575,,,,1.1618500000000005
2,Li,3.0,-5.079332475623615e-19,-5.079332475623615e-19,-1.855432679249856e-19,-1.855432679249856e-19,-2.2138504168319206e-20,8.931517972283852e-19,-2.99382723362688e-20,9.088891621539072e-19,2.05485,,,2.05485,1.8209500000000003,,,1.8209500000000003,1.6159500000000002,,,1.6159500000000002,1.5395500000000002,,,1.5395500000000002,0.19085,,,0.19085,2.05485,,,2.05485,1.83655,,,1.8209500000000003,1.47565,,,1.6159500000000002,1.4988500000000002,,,1.5395500000000002,0.19085,,,0.19085
3,Be,4.0,-8.933784902879425e-19,-8.933784902879425e-19,-3.100564240104576e-19,-3.100564240104576e-19,1.311116713114044e-19,1.4414208693841737e-18,1.4278758262231682e-19,1.4490293641475905e-18,1.1727500000000002,1.6057500000000002,,1.6057500000000002,1.12515,1.37745,,1.37745,1.08115,,,1.08115,1.03685,,,1.03685,1.00455,,,1.00455,1.16565,1.6057500000000002,,1.6057500000000002,1.1256500000000005,1.37745,,1.37745,1.08115,,,1.08115,1.0450500000000005,,,1.03685,0.99385,,,1.00455
4,B,5.0,-1.3903015801121669e-18,-6.390457691489088e-19,-4.659818549233343e-19,-6.390457691489088e-19,-5.2385559999289006e-20,1.3688965580725549e-18,-3.67266946785984e-20,1.349040725596704e-18,0.8179500000000001,0.91675,,0.91675,0.81205,0.87415,,0.87415,0.80155,0.8319500000000001,,0.8319500000000001,0.78735,0.7867500000000001,,0.7867500000000001,0.77125,0.73955,,0.77125,0.8199500000000001,0.91675,,0.91675,0.8147500000000001,0.87415,,0.87415,0.80445,0.8319500000000001,,0.8319500000000001,0.78935,0.7867500000000001,,0.7867500000000001,0.77125,0.73955,,0.77125
5,C,6.0,-1.9036485824762118e-18,-9.75943458087629e-19,-5.772674408274818e-19,-9.75943458087629e-19,-2.37166852622454e-19,1.874263785898832e-18,-2.2153776788787843e-19,1.854702086710772e-18,0.6486500000000001,0.66205,,0.66205,0.64535,0.65035,,0.65035,0.63975,0.63215,,0.63215,0.63225,0.60875,,0.60875,0.62355,0.58235,,0.58235,0.65625,0.66205,,0.66205,0.6526500000000001,0.65035,,0.65035,0.64635,0.63215,,0.63215,0.63765,0.60875,,0.60875,0.62755,0.58235,,0.58235
6,N,7.0,-1.3298258213834494e-18,-1.3298258213834494e-18,-6.621283277247743e-19,-6.621283277247743e-19,3.87202553301954e-20,2.3894214820826624e-18,5.80196219690304e-20,2.3720977893955782e-18,0.54205,0.52505,,0.52505,0.5387500000000001,0.52035,,0.52035,0.53345,0.50985,,0.50985,0.5265500000000001,0.49435,,0.49435,0.51895,0.47715,,0.47715,0.54955,0.52505,,0.52505,0.5478500000000001,0.52035,,0.52035,0.54405,0.50985,,0.50985,0.53535,0.49435,,0.49435,0.52585,0.47715,,0.47715
7,O,8.0,-1.6378122331998337e-18,-1.1521043797212096e-18,4.680230279382338e-19,-1.1521043797212096e-18,-2.8419973106238803e-19,2.200411446976341e-18,-2.60898440931072e-19,2.179685990297223e-18,0.46485,0.44185,,0.44185,0.46255,0.43715,,0.43715,0.45895,0.42855,,0.42855,0.45445,0.41715,,0.41715,0.44935,0.40495,,0.40485,0.46765,0.44185,,0.44185,0.46655,0.43715,,0.43715,0.46415,0.42855,,0.42855,0.46065,0.41715,,0.41715,0.45655,0.40495,,0.40485
8,F,9.0,-1.898912548385126e-18,-1.6384306733754625e-18,2.746499228673984e-19,-1.6384306733754625e-18,-6.201072093204139e-19,2.860121562903837e-18,-5.91195162192096e-19,2.8400551280923588e-18,0.40785,0.38565,,0.38565,0.40615,0.37975,,0.37975,0.40365,0.37205,,0.37205,0.40085,0.36395,,0.36395,0.39775,0.35635,,0.35645,0.40785,0.38565,,0.38565,0.40695,0.37975,,0.37975,0.40525,0.37205,,0.37205,0.40295,0.36395,,0.36395,0.40045,0.35635,,0.35645
9,Ne,10.0,-2.1362974452293373e-18,-2.1362974452293373e-18,4.407684014418047e-19,4.407684014418047e-19,2.7923219430586477e-19,3.523005072573485e-18,2.7185572684072324e-19,3.50257759126585e-18,2.43305,,,2.43305,2.34295,,,2.34295,0.36035,0.32915,,0.32915,0.35815,0.32455,,0.32455,0.35565,0.32065,,0.32075,2.31265,,,2.43305,2.24725,,,2.34295,0.36035,0.32915,,0.32915,0.35865,0.32455,,0.32455,0.35665,0.32065,,0.32075
10,Na,11.0,-4.778651989198081e-19,-4.778651989198081e-19,-2.080522472706048e-19,-2.080522472706048e-19,-3.29044288579915e-20,8.5695598181828855e-19,-3.5026785283929606e-20,8.582187243444865e-19,2.11685,,,2.11685,1.9159500000000005,,,1.9159500000000005,1.7391500000000002,,,1.7391500000000002,1.6480500000000002,,,1.6480500000000002,0.32115,0.28655,,0.28655,2.11685,,,2.11685,1.90805,,,1.9159500000000005,1.6366500000000002,,,1.7391500000000002,1.60095,,,1.6480500000000002,0.32115,0.28655,,0.28655
11,Mg,12.0,-7.51702818240461e-19,-7.51702818240461e-19,-1.7063821882168321e-19,-1.7063821882168321e-19,1.1472215702315136e-19,1.2232281712670458e-18,1.2030744245587198e-19,1.2223534158368065e-18,1.45975,2.24455,,2.24455,1.4043500000000002,2.01655,,2.01655,1.3523500000000002,,,1.3523500000000002,1.30005,,,1.30005,1.2612500000000002,,,1.2612500000000002,1.42335,2.24455,,2.24455,1.39085,2.01655,,2.01655,1.3523500000000002,,,1.3523500000000002,1.30415,,,1.30005,1.24445,,,1.2612500000000002
12,Al,13.0,-1.149375872935987e-18,-4.6259004701710105e-19,-3.345617154255936e-19,-4.6259004701710105e-19,-8.832609532140906e-21,9.51130439172414e-19,-5.649274764940801e-21,9.439672170897025e-19,1.16355,1.5911500000000005,,1.5911500000000005,1.13675,1.48965,,1.48965,1.1094500000000005,1.3943500000000002,,1.3943500000000002,1.08235,1.31425,,1.31425,1.05655,1.2505500000000005,,1.05655,1.1379500000000002,1.5911500000000005,,1.5911500000000005,1.12095,1.48965,,1.48965,1.10105,1.3943500000000002,,1.3943500000000002,1.07915,1.31425,,1.31425,1.05655,1.2505500000000005,,1.05655
13,Si,14.0,-1.5477074222226624e-18,-7.332249152727746e-19,-4.726837597281409e-19,-7.332249152727746e-19,-1.972494630975064e-19,1.3216316840414189e-18,-1.9452026353132802e-19,1.3142062015072704e-18,0.97325,1.2513500000000002,,1.2514500000000002,0.96115,1.1847500000000002,,1.1847500000000002,0.94805,1.1326500000000002,,1.1326500000000002,0.93435,1.09285,,1.09285,0.92075,1.06305,,1.06305,0.96435,1.2513500000000002,,1.2514500000000002,0.95585,1.1847500000000002,,1.1847500000000002,0.94535,1.1326500000000002,,1.1326500000000002,0.93325,1.09285,,1.09285,0.92035,1.06305,,1.06305
14,P,15.0,-1.0081247776930176e-18,-1.0081247776930176e-18,-5.999222182455935e-19,-5.999222182455935e-19,-6.147730833320244e-20,1.6866219649261502e-18,-5.698782022523519e-20,1.6817903792641728e-18,0.84855,1.0396500000000002,,1.0396500000000002,0.84125,0.99735,,0.99735,0.83335,0.96295,,0.96295,0.82475,0.93635,,0.93645,0.81615,0.91485,,0.91485,0.84855,1.0396500000000002,,1.0396500000000002,0.84185,0.99735,,0.99735,0.83435,0.96295,,0.96295,0.82625,0.93635,,0.93645,0.81755,0.91485,,0.91485
15,S,16.0,-1.22959044763296e-18,-9.578388622725891e-19,6.696361273698434e-19,-9.578388622725891e-19,-3.1137940373114963e-19,1.6459396970838009e-18,-3.0707317114252802e-19,1.637962837802189e-18,0.75685,0.89505,,0.89505,0.75195,0.8673500000000001,,0.8673500000000001,0.7464500000000001,0.8442500000000001,,0.8442500000000001,0.74055,0.8250500000000001,,0.8250500000000001,0.7342500000000001,0.80915,,0.80915,0.75785,0.89505,,0.89505,0.75355,0.8673500000000001,,0.8673500000000001,0.74865,0.8442500000000001,,0.8442500000000001,0.74305,0.8250500000000001,,0.8250500000000001,0.73695,0.80915,,0.80915
16,Cl,17.0,-1.4401116490762176e-18,-1.3007447135393091e-18,7.576420869737665e-19,-1.3007447135393091e-18,-5.581096606203026e-19,2.09313910730708e-18,-5.554489996054271e-19,2.0859089905051774e-18,0.6859500000000001,0.79115,,0.79115,0.68225,0.77135,,0.77135,0.67805,0.75455,,0.75455,0.67355,0.7403500000000001,,0.7403500000000001,0.6687500000000001,0.72845,,0.72845,0.6859500000000001,0.79115,,0.79115,0.6827500000000001,0.77135,,0.77135,0.67915,0.75455,,0.75455,0.67515,0.7403500000000001,,0.7403500000000001,0.6707500000000001,0.72845,,0.72845
17,Ar,18.0,-1.6451710304191681e-18,-1.6451710304191681e-18,6.945259411739713e-19,6.945259411739713e-19,3.0992923361750083e-19,2.5440628700119497e-18,3.0857601281283844e-19,2.534231654714055e-18,2.48335,,,2.48335,2.43705,,,2.43705,0.62225,0.68345,,0.68345,0.61995,0.67715,,0.67715,0.61755,0.67205,,0.67205,2.45115,,,2.48335,2.41255,,,2.43705,0.62225,0.68345,,0.68345,0.62015,0.67715,,0.67715,0.61795,0.67205,,0.67205
18,K,19.0,-3.9952677304579203e-19,-3.9952677304579203e-19,-2.2983704278362243e-19,-2.2983704278362243e-19,-2.822054994259399e-20,7.135374843120413e-19,-2.88023291121216e-20,7.141958635475328e-19,2.58925,,,2.58925,2.35785,,,2.35785,2.18205,,,2.18205,2.11005,,,2.11005,0.57015,0.61165,,0.61165,2.58925,,,2.58925,2.34305,,,2.35785,2.09835,,,2.18205,2.06645,,,2.11005,0.57015,0.61165,,0.61165
19,Ca,20.0,-5.952855191049984e-19,-5.952855191049984e-19,-2.996326629155328e-19,-2.996326629155328e-19,1.6862385983528512e-19,9.735374101758088e-19,2.046364067150592e-19,9.718338750552768e-19,1.9922500000000003,,0.67495,2.02365,1.92825,,0.68905,2.02445,1.8012500000000002,,,1.8012500000000002,1.72375,,,1.72375,1.6563500000000002,,,1.6563500000000002,1.98155,,2.02365,2.02365,1.93245,,2.02445,2.02445,1.8012500000000002,,,1.8012500000000002,1.72175,,,1.72375,1.61695,,,1.6563500000000002
20,Sc,21.0,-6.182559253174079e-19,-5.29929530389325e-19,-4.2328545015563525e-19,-5.29929530389325e-19,1.2749156877802344e-19,1.1161716212363697e-18,1.4729610763324801e-19,9.195933041574722e-19,1.84575,,0.62675,0.62675,1.7512500000000002,,0.59965,0.59965,1.64135,,0.57975,0.57975,1.6052500000000005,,0.5841500000000001,0.5841500000000001,1.5436500000000002,,0.57335,1.5436500000000002,1.89815,,0.62675,0.62675,1.79825,,0.59965,0.59965,1.6721500000000002,,0.57975,0.57975,1.6202500000000002,,0.5841500000000001,0.5841500000000001,1.5437500000000002,,0.57335,1.5436500000000002
21,Ti,22.0,-6.747390599070911e-19,-4.721518370900352e-19,-1.6778794661328e-19,-4.721518370900352e-19,1.4549228107239833e-20,1.052589711478674e-18,3.6016930435584e-21,1.0733397748660609e-18,1.73155,,0.5478500000000001,0.5478500000000001,1.63095,,0.53085,0.53085,1.57655,,0.53145,0.53145,1.5028500000000002,,0.52485,0.52485,1.45745,,0.5206500000000001,0.52385,1.82405,,0.5478500000000001,0.5478500000000001,1.7120500000000003,,0.53085,0.53085,1.63495,,0.53145,0.53145,1.4955500000000002,,0.52485,0.52485,1.4585500000000002,,0.52385,0.52385
22,V,23.0,-6.781372765198079e-19,-4.667124474624193e-19,-2.4575947404113283e-19,-4.667124474624193e-19,3.3157827027757025e-20,1.1442204739199076e-18,-8.49361891984704e-20,1.225769256392352e-18,1.64145,,0.49055,0.49065,1.5458500000000002,,0.48145,0.48145,1.5053500000000002,,0.48725,0.48725,1.42155,,0.47735,0.47745,1.3947500000000002,,0.47805,0.47805,1.7645500000000005,,0.49055,0.49065,1.6556500000000005,,0.48145,0.48145,1.5256500000000002,,0.48725,0.48725,1.4367500000000002,,0.47735,0.47745,1.41965,,0.47805,0.47805
23,Cr,24.0,-5.785972474227456e-19,-5.785972474227456e-19,-2.301718976973696e-19,-2.301718976973696e-19,4.0677005333107024e-20,1.203689737285087e-18,3.5651634166041604e-20,1.2416115788188222e-18,1.5632500000000005,,0.44625,0.44635,1.4992500000000002,,0.44545,0.44545,1.4310500000000002,,0.44445,0.44445,1.36685,,0.44055,0.44065,1.33285,,0.44005,0.44015,1.70975,,0.44625,0.44635,1.62705,,0.44545,0.44545,1.4744500000000005,,0.44445,0.44445,1.40765,,0.44055,0.44065,1.37535,,0.44015,0.44015
24,Mn,25.0,-6.987396656866752e-19,-6.987396656866752e-19,-5.816461895321282e-19,-5.816461895321282e-19,2.3170373235504993e-19,1.1682950794299004e-18,2.501702662781952e-19,1.1189953998523777e-18,1.44955,,0.41075,0.41085,1.37945,,0.40605,0.40605,1.3051500000000005,,0.40165,0.40165,1.2772500000000002,,0.40225,0.40225,1.2290500000000002,,0.40045,0.40045,1.5177500000000002,,0.41075,0.41085,1.45955,,0.40605,0.40605,1.39125,,0.40165,0.40165,1.3462500000000002,,0.40225,0.40225,1.2575500000000002,,0.40045,0.40045
25,Fe,26.0,-8.602967474216641e-19,-7.117092854320512e-19,-1.6878289829479685e-19,-7.117092854320512e-19,1.363019235733347e-20,1.2572224315833281e-18,2.77689251917056e-20,1.1478602138527105e-18,1.4442500000000005,,0.37955,0.37955,1.3417500000000002,,0.37815,0.37815,1.2670500000000002,,0.37695,0.37695,1.2404500000000005,,0.38065,0.38065,1.1846500000000002,,0.37805,0.37805,1.52435,,0.37955,0.37955,1.4267500000000002,,0.37815,0.37815,1.34065,,0.37705,0.37695,1.29235,,0.38065,0.38065,1.2207500000000002,,0.37805,0.37805
26,Co,27.0,-8.143495262903618e-19,-6.530840407003584e-19,-4.795795279040639e-20,-6.530840407003584e-19,-8.296650370304294e-20,1.306336184976251e-18,-1.313512459030464e-19,1.3614543900546625e-18,1.4041500000000002,,0.35635,0.35635,1.2996500000000002,,0.35495,0.35495,1.25635,,0.35675,0.35675,1.19765,,0.35685,0.35685,1.17765,,0.35915,0.35915,1.45405,,0.35635,0.35635,1.35455,,0.35495,0.35495,1.30225,,0.35675,0.35675,1.23185,,0.35685,0.35685,1.20195,,0.35915,0.35915
27,Ni,28.0,-7.7695472396088965e-19,-6.152310158573377e-19,1.2649184421216e-20,-6.152310158573377e-19,-1.1499308508886852e-19,1.3157073352584041e-18,-1.9659348007864321e-19,1.35441923251273e-18,1.37285,,0.33545,0.33545,1.27665,,0.33505,1.27665,1.2451500000000002,,0.33765,0.33765,1.18395,,0.33785,0.33785,1.14735,,0.33885,0.33885,1.39555,,0.33545,0.33545,1.30465,,0.33515,1.27665,1.2626500000000005,,0.33765,0.33765,1.1988500000000002,,0.33785,0.33785,1.1585500000000002,,0.33885,0.33885
28,Cu,29.0,-7.758139742068799e-19,-7.758139742068799e-19,-6.463068335943743e-19,-6.463068335943743e-19,-1.593878900018846e-19,1.3719412400569076e-18,-1.8600950132163841e-19,1.3664051158129345e-18,1.3553500000000005,,0.31945,0.31945,1.2547500000000005,,0.31905,0.31905,1.19775,,0.31975,1.19775,1.1583500000000002,,0.31895,1.1583500000000002,1.13075,,0.31795,0.31795,1.3553500000000005,,0.31945,0.31945,1.2609500000000002,,1.2547500000000005,0.31905,1.20375,,0.31975,1.19775,1.1604500000000002,,0.31895,1.1583500000000002,1.13075,,0.31795,0.31795
29,Zn,30.0,-9.534440918017345e-19,-9.534440918017345e-19,-1.1389873597267198e-19,-1.1389873597267198e-19,2.3306886213662253e-19,1.5458474553817845e-18,2.381379198559872e-19,1.5405184557251328e-18,1.1684500000000002,1.84765,0.29985,1.84765,1.1362500000000002,1.7193500000000002,0.29985,1.7193500000000002,1.10725,,0.29975,1.10725,1.07455,,0.29965,1.07455,1.05025,,0.29955,1.05025,1.1518500000000005,1.84765,0.29985,1.84765,1.1297500000000005,1.7193500000000002,0.29985,1.7193500000000002,1.10725,,0.29975,1.10725,1.0772500000000005,,0.29965,1.07455,1.0511500000000005,,0.29955,1.05025
30,Ga,31.0,-1.3458075331759294e-18,-4.389979962758207e-19,-3.1546697445889924e-19,-4.389979962758207e-19,1.3872467100030478e-20,9.38231303021407e-19,1.81815002928384e-20,9.294723252013251e-19,1.0413500000000002,1.5756500000000002,0.28245,1.5756500000000002,1.02445,1.4440500000000005,0.28245,1.4440500000000005,1.00655,1.34075,0.28235,1.34075,0.98865,1.2673500000000002,0.28235,1.2673500000000002,0.97195,1.21395,0.28215,0.97195,1.0237500000000002,1.5756500000000002,0.28245,1.5756500000000002,1.0133500000000002,1.4440500000000005,0.28245,1.4440500000000005,1.0006500000000005,1.34075,0.28235,1.34075,0.98645,1.2673500000000002,0.28235,1.2673500000000002,0.97195,1.21395,0.28215,0.97195
31,Ge,32.0,-1.7165992685276737e-18,-6.9917705990415375e-19,-4.557904094384256e-19,-6.9917705990415375e-19,-1.7777508734143817e-19,1.2699227542795833e-18,-1.754928139827072e-19,1.2627346753874498e-18,0.94025,1.29005,0.26675,1.29015,0.93225,1.21995,0.26675,1.21985,0.92375,1.16535,0.26665,1.16535,0.91505,1.1238500000000002,0.26665,1.1238500000000002,0.90655,1.09295,0.26655,1.09295,0.93305,1.29005,0.26675,1.29015,0.92745,1.21995,0.26675,1.21985,0.92075,1.16535,0.26665,1.16535,0.91325,1.1238500000000002,0.26665,1.1238500000000002,0.90565,1.09295,0.26655,1.09295
32,As,33.0,-9.463881059637312e-19,-9.463881059637312e-19,-5.784626645865984e-19,-5.784626645865984e-19,-7.45954528960702e-20,1.5814552491901677e-18,-6.853791148458241e-20,1.5769519520821249e-18,0.86865,1.1204500000000002,0.25245,1.1203500000000002,0.86355,1.0776500000000002,0.25245,1.0776500000000002,0.85745,1.0434500000000002,0.25255,1.0434500000000002,0.84995,1.01795,0.25245,1.01795,0.8421500000000001,0.99805,0.25245,0.99805,0.86545,1.1204500000000002,0.25245,1.1203500000000002,0.8602500000000001,1.0776500000000002,0.25245,1.0776500000000002,0.8540500000000001,1.0434500000000002,0.25255,1.0434500000000002,0.84775,1.01795,0.25245,1.01795,0.84075,0.99805,0.25245,0.99805
33,Se,34.0,-1.1366770210395264e-18,-8.971676379961346e-19,7.988372522477759e-19,-8.971676379961346e-19,-3.0965571482814544e-19,1.5300430212306131e-18,-3.050271915977664e-19,1.5212779166859457e-18,0.80815,1.0047500000000005,0.23965,1.00465,0.80445,0.97665,0.23975,0.97665,0.80005,0.95365,0.23975,0.95365,0.79495,0.93485,0.23975,0.93485,0.78945,0.91975,0.23975,0.91975,0.80765,1.0047500000000005,0.23965,1.00465,0.80395,0.97665,0.23975,0.97665,0.79945,0.95365,0.23975,0.95365,0.79435,0.93485,0.23975,0.93485,0.7886500000000001,0.91975,0.23975,0.91975
34,Br,35.0,-1.3123941397491457e-18,-1.1933299863510142e-18,8.976354735694081e-19,-1.1933299863510142e-18,-5.328856984632674e-19,1.900055565218327e-18,-5.304582486741888e-19,1.893526030585997e-18,0.75775,0.91905,0.22815,0.91905,0.75485,0.8986500000000001,0.22815,0.8986500000000001,0.7513500000000001,0.8815500000000001,0.22815,0.8814500000000001,0.74755,0.8673500000000001,0.22815,0.8673500000000001,0.7432500000000001,0.85565,0.22815,0.85555,0.75775,0.91905,0.22815,0.91905,0.75495,0.8986500000000001,0.22815,0.8986500000000001,0.75155,0.8815500000000001,0.22815,0.8814500000000001,0.74765,0.8673500000000001,0.22815,0.8673500000000001,0.7433500000000001,0.85565,0.22815,0.85555
35,Kr,36.0,-1.4808614092496451e-18,-1.4808614092496451e-18,6.770365811813184e-19,6.770365811813184e-19,3.0033458770536204e-19,2.257039290639611e-18,3.00632421126912e-19,2.2513016830703622e-18,2.55965,,,2.55965,2.50795,,,2.50795,0.70925,0.8218500000000001,0.21765,0.82175,0.7069500000000001,0.81315,0.21765,0.81315,0.70465,0.80605,0.21765,0.80605,2.53015,,,2.55965,2.48655,,,2.50795,0.70925,0.8218500000000001,0.21765,0.82175,0.7071500000000001,0.81315,0.21765,0.81315,0.70475,0.80605,0.21765,0.80605
36,Rb,37.0,-3.805970562710401e-19,-3.805970562710401e-19,-2.406084762052608e-19,-2.406084762052608e-19,-3.025942703698788e-20,6.844740036172293e-19,-2.99943485179968e-20,6.833539635971329e-19,2.74275,,,2.74275,2.48035,,,2.48035,2.29235,,,2.29235,2.21935,,,2.21935,0.66745,0.75585,0.20815,0.75585,2.74275,,,2.74275,2.46205,,,2.48035,2.21375,,,2.29235,2.17605,,,2.21935,0.66745,0.75585,0.20815,0.75585
37,Sr,38.0,-5.617343384888257e-19,-5.617343384888257e-19,-1.7442896870649601e-19,-1.7442896870649601e-19,1.3643860047939132e-19,9.124863707032078e-19,1.36873948714944e-19,9.100988055026112e-19,2.16625,,1.97715,2.26645,2.05725,,1.20185,2.26595,1.95895,,,1.95895,1.8757500000000005,,,1.8757500000000005,1.8071500000000005,,,1.8071500000000005,2.14265,,1.97715,2.26645,2.04225,,2.26595,2.26595,1.95895,,,1.95895,1.87425,,,1.8757500000000005,1.77035,,,1.8071500000000005
38,Y,39.0,-5.88497096762669e-19,-3.989419785792001e-19,-3.151305173685312e-19,-3.989419785792001e-19,1.2548561160887747e-19,1.008432504554367e-18,1.3438897277608322e-19,9.939471167755585e-19,1.95725,,1.05235,1.05235,1.8693500000000003,,0.98615,0.98615,1.7790500000000002,,0.94185,0.94185,1.6963500000000002,,0.91125,0.91125,1.6379500000000002,,0.89375,1.6379500000000002,2.00605,,1.05235,1.05235,1.90945,,0.98615,0.98615,1.80465,,0.94185,0.94185,1.7065500000000002,,0.91125,0.91125,1.6378500000000005,,0.89375,1.6379500000000002
39,Zr,40.0,-6.699213148083458e-19,-4.314325182724033e-19,-3.0821071654329604e-19,-4.314325182724033e-19,-1.9544199566930695e-20,1.0414031957530895e-18,-2.97412046119104e-20,1.031295455983027e-18,1.82195,,0.8905500000000001,0.8905500000000001,1.7354500000000002,,0.8631500000000001,0.8631500000000001,1.6968500000000002,,0.8692500000000001,0.8692500000000001,1.6233500000000003,,0.84585,0.84585,1.56845,,0.8299500000000001,0.8299500000000001,1.91255,,0.8905500000000001,0.8905500000000001,1.80975,,0.8631500000000001,0.8631500000000001,1.6806500000000002,,0.8692500000000001,0.8692500000000001,1.6118500000000002,,0.84585,0.84585,1.5592500000000002,,1.56845,0.8299500000000001
40,Nb,41.0,-7.109786928929664e-19,-5.88351298690176e-19,-2.796727465736064e-19,-5.88351298690176e-19,4.428175854600124e-21,1.1556594654459553e-18,7.1729447313216e-21,1.2128460997689792e-18,1.7685500000000005,,0.8329500000000001,0.8329500000000001,1.6758500000000005,,0.8097500000000001,0.8097500000000001,1.59685,,0.79015,0.79025,1.53815,,0.7754500000000001,0.7754500000000001,1.5207500000000005,,0.77375,0.7736500000000001,1.7493500000000002,,0.8329500000000001,0.8329500000000001,1.6706500000000002,,0.8097500000000001,0.8097500000000001,1.5974500000000005,,0.79015,0.79025,1.5399500000000002,,0.7754500000000001,0.7754500000000001,1.5331500000000002,,0.7736500000000001,0.7736500000000001
41,Mo,42.0,-7.322251570613954e-19,-7.322251570613954e-19,-2.54698017408576e-19,-2.54698017408576e-19,1.1415348201937256e-21,1.2071345323770577e-18,-1.0878779255232001e-21,1.2046830098860034e-18,1.63705,,0.73605,0.73605,1.57875,,0.73355,0.73345,1.52455,,0.7301500000000001,0.7301500000000001,1.4846500000000002,,0.72485,0.72485,1.4524500000000002,,0.71945,0.71945,1.81535,,0.73605,0.73605,1.71185,,0.73355,0.73345,1.5452500000000002,,0.7301500000000001,0.7301500000000001,1.50995,,0.72485,0.72485,1.47565,,0.71945,0.71945
42,Tc,43.0,-7.956409098892801e-19,-5.332027772256193e-19,-7.233507007587839e-20,-5.332027772256193e-19,-4.6450304594498417e-20,1.1130788179408133e-18,-5.204350317344639e-20,1.087685664328704e-18,1.5797500000000002,,0.68425,0.68425,1.4886500000000005,,0.67865,0.67865,1.4507500000000002,,0.67855,0.67855,1.4081500000000002,,0.67635,0.67635,1.3623500000000002,,0.67125,0.67125,1.71565,,0.68425,0.68425,1.6077500000000002,,0.67865,0.67865,1.5387500000000005,,0.67855,0.67855,1.4604500000000002,,0.67635,0.67635,1.3784500000000002,,0.67125,0.67125
43,Ru,44.0,-7.5454027303589775e-19,-6.082439236140288e-19,-5.116631147355839e-19,-6.082439236140288e-19,-9.680181312256468e-20,1.2485708732950857e-18,-9.858352965444481e-20,1.3457354352279938e-18,1.5315500000000002,,0.64275,0.64275,1.4745500000000002,,0.64215,0.64215,1.4288500000000002,,0.64165,0.64165,1.37495,,0.63715,0.63715,1.36525,,0.63785,0.63785,1.6222500000000002,,0.64275,0.64275,1.5439500000000002,,0.64215,0.64215,1.4771500000000002,,0.64165,0.64165,1.4101500000000002,,0.63715,0.63715,1.39125,,0.63785,0.63785
44,Rh,45.0,-8.39107961611584e-19,-6.654464355064511e-19,-5.343515378627329e-19,-6.654464355064511e-19,-1.1892574136190023e-19,1.2709573341975544e-18,-8.139057233664001e-20,1.2493516940739073e-18,1.5254500000000002,,0.60955,0.60945,1.4747500000000002,,0.61105,0.61105,1.4149500000000002,,0.60915,0.60915,1.3735500000000005,,0.60775,0.60775,1.3211500000000005,,0.60375,0.60375,1.5770500000000005,,0.60955,0.60945,1.5085500000000005,,0.61105,0.61105,1.4405500000000002,,0.60915,0.60915,1.3921500000000002,,0.60775,0.60775,1.3373500000000005,,0.60375,0.60375
